episode,total_reward,steps,avg_loss,epsilon,avg_q_value,elapsed_time,eval_reward_mean,eval_reward_std
1,-1.0704825138538787,31,nan,1.0,nan,3.1000000000000014,,
2,-1.084944358824103,25,nan,1.0,nan,2.500000000000001,,
3,-1.0868655187772691,29,12.321951674837235,0.8955869907338783,4.190376996448834,2.9000000000000012,,
4,0.4749386877066444,47,9.230820381311739,0.7076077347272662,1.8419799177707423,4.699999999999999,,
5,-0.5613606198473197,42,2.07622069226279,0.5732736268885887,-0.12242479818103183,4.200000000000001,,
6,-1.0872997915023803,26,0.9314573040467349,0.5032248303978422,-0.15823357799789908,2.600000000000001,,
7,-0.5372146711871479,38,0.8280380043489899,0.4159480862733536,-0.10771644069454464,3.800000000000002,,
8,-1.0793254317216423,21,0.8103743781406317,0.3743896431025813,0.12956223518748367,2.1000000000000005,,
9,-0.5720091450960353,25,0.7297828348660416,0.3302941218954743,0.5872592085265489,2.500000000000001,,
10,-0.5655816761948927,27,1.0701780809980523,0.2884855236625661,0.8989747028812913,2.700000000000001,,
11,-1.0809996147993406,24,0.963977080006614,0.25578670228422234,0.6397090787563494,2.400000000000001,,
12,-1.0927756480495114,32,0.8696225352677751,0.2178795886667409,0.5245965936499005,3.2000000000000015,,
13,-0.005547121757675466,58,0.7060318916393787,0.16291280823111093,0.6552696815008034,5.799999999999995,,
14,-1.0736530562391764,28,0.6139794427262552,0.14157986400593744,1.055375727516004,2.800000000000001,,
15,-0.06007506759242842,27,0.6901445861923273,0.12365869841532712,0.9827431740873659,2.700000000000001,,
16,-0.5742303770066435,61,0.565837341367896,0.09108200798387568,1.1497328269758165,6.099999999999994,,
17,0.5517344630745402,59,0.561401259519027,0.0677632708131484,1.5286745178128571,5.899999999999995,,
18,-1.080938101244904,18,0.5944042057625707,0.06191698689958447,1.6208349350789037,1.8000000000000005,,
19,-1.0698811094677538,23,0.6941675153123422,0.05517478773284426,1.8235626713214557,2.3000000000000007,,
20,-1.0816791824010854,24,0.6479932273265135,0.04892091923449087,1.7187161457981925,2.400000000000001,,
21,-0.569334921346057,31,0.5085744189957029,0.0418803316354751,1.810333027487505,3.1000000000000014,,
22,-1.0788191770439728,19,0.48985179585390953,0.038075765743545126,1.8589851937410753,1.9000000000000006,,
23,0.5488251220616733,124,0.6407646358170418,0.020450816818411825,2.1683047593525875,12.399999999999972,,
24,-0.5287669695180475,36,0.5134490703629075,0.01707424722777892,2.463612788743201,3.600000000000002,,
25,-0.0035759463164741767,46,0.598092467746054,0.013558238831322046,2.5767856661594233,4.6,,
26,-1.0760078747486144,29,0.6196433684690293,0.011723913930325095,2.627387194841903,2.9000000000000012,,
27,-0.5819849830984807,20,0.7460156547318484,0.010605575411209664,2.5986244629809483,2.0000000000000004,,
28,-1.0754875482367012,21,0.6152807204619875,0.01,2.60461817417836,2.1000000000000005,,
29,-1.0744376821372617,22,0.665218286666691,0.01,2.644924295381637,2.2000000000000006,,
30,-0.5373985430535462,30,0.6538234214931606,0.01,2.6140366882958266,3.0000000000000013,,
31,-1.083924656683211,21,0.43871938067745486,0.01,2.542318885714672,2.1000000000000005,,
32,-0.5391813926048004,30,0.6612692833346551,0.01,2.807736324705096,3.0000000000000013,,
33,-0.544860883835637,28,0.4508835333292252,0.01,2.6454607233520937,2.800000000000001,,
34,-0.5483986566150232,28,0.5915723122106018,0.01,2.840391324530549,2.800000000000001,,
35,-1.0748593443226222,21,0.5618644442296664,0.01,2.60762283977852,2.1000000000000005,,
36,-1.0725969578206909,28,0.5480374707676187,0.01,2.8111223335502666,2.800000000000001,,
37,-0.57073639565464,27,0.5879397731771734,0.01,2.717074301807857,2.700000000000001,,
38,-0.5682093624681162,32,0.47279158889031403,0.01,2.7686596584778833,3.2000000000000015,,
39,-0.5756205668061396,26,0.4927238787625248,0.01,2.910182511675447,2.600000000000001,,
40,-1.0971540033470628,15,0.6007774511735938,0.01,2.938003949461759,1.5000000000000002,,
41,-1.0767577304563063,21,0.7238125847267898,0.01,3.141367223212139,2.1000000000000005,,
42,-0.577187719500488,21,0.6671715262118432,0.01,2.983069249032556,2.1000000000000005,,
43,-0.5684864216850016,34,0.6075544514010132,0.01,2.944802532597266,3.4000000000000017,,
44,-0.5785305876481952,19,0.5697917829094635,0.01,2.998559948496586,1.9000000000000006,,
45,-0.009667558925161801,40,0.5452333242456824,0.01,3.021727275678675,4.000000000000002,,
46,0.0024234629390769147,43,0.7514049409508234,0.01,2.9885516730313886,4.300000000000001,,
47,-0.5372039910987765,30,0.5785457518761932,0.01,2.947761326588,3.0000000000000013,,
48,-0.5577985553659771,52,0.6807734772961359,0.01,2.9419852050737325,5.1999999999999975,,
49,0.004028456172481709,51,0.57296572582782,0.01,3.0097890332141284,5.099999999999998,,
50,-0.5537134677003321,27,0.5802296267261141,0.01,2.9990702315961015,2.700000000000001,-0.3800709842391359,0.2688282005044676
51,-0.5658874095328355,38,0.5281361116701663,0.01,2.9563582892810922,3.800000000000002,,
52,-0.5600064995601279,24,0.5449219366073161,0.01,2.8761063932618938,2.400000000000001,,
53,-1.074835054448982,276,0.47767138017610417,0.01,2.6368701972022435,27.600000000000122,,
54,-0.5332685126159113,147,0.4080679084632193,0.01,2.30142457781854,14.699999999999964,,
55,0.0062870947977984315,47,0.34110329746543655,0.01,2.174312115117601,4.699999999999999,,
56,-0.5692902277576475,22,0.29932223246381306,0.01,2.1795675635308176,2.2000000000000006,,
57,-0.5718065644608772,38,0.32684713943257276,0.01,2.282863429245548,3.800000000000002,,
58,-0.5512024464157554,25,0.3454991025264891,0.01,2.1707241243699174,2.500000000000001,,
59,0.5206759617191077,60,0.33353124620407204,0.01,2.2042529243811173,5.999999999999995,,
60,-0.03174655392690107,33,0.38998853748791085,0.01,2.3314494433285304,3.3000000000000016,,
61,-0.5727115979798794,28,0.2730324035317934,0.01,2.2172764078792313,2.800000000000001,,
62,-0.5177484906123727,40,0.2810852538246068,0.01,2.339843144349536,4.000000000000002,,
63,-0.020587914710525013,38,0.2712340493561703,0.01,2.2282157089367454,3.800000000000002,,
64,-0.5735892875846915,25,0.3683223455237896,0.01,2.1947210164210937,2.500000000000001,,
65,-0.5705886609017716,22,0.30778949356647434,0.01,2.2879919834781552,2.2000000000000006,,
66,-1.088584986708098,20,0.344196451252981,0.01,2.2392210628844356,2.0000000000000004,,
67,-0.576707116919243,21,0.3599679787680778,0.01,2.2199234658277476,2.1000000000000005,,
68,1.1149404812409418,300,0.29951898242284775,0.01,2.425304490410402,30.000000000000156,,
69,-1.0873418964951138,18,0.36154317301134453,0.01,2.477886248735902,1.8000000000000005,,
70,-0.03325483482860281,32,0.35980608640502887,0.01,2.405303339150574,3.2000000000000015,,
71,-0.552739656397298,27,0.24345119125644232,0.01,2.444329313254479,2.700000000000001,,
72,0.5503337412856664,74,0.2663445910974131,0.01,2.3909210192414307,7.39999999999999,,
73,0.5094625953591696,117,0.24401870173486687,0.01,2.485592023779297,11.699999999999974,,
74,-1.072246556715181,24,0.23379876616541453,0.01,2.466844935530423,2.400000000000001,,
75,-1.0777266248020556,20,0.26411132301412826,0.01,2.4429097962137676,2.0000000000000004,,
76,-0.008422218548732818,58,0.20055270734111763,0.01,2.3312377458179334,5.799999999999995,,
77,-1.086220969558178,19,0.21675958447909785,0.01,2.31326930344857,1.9000000000000006,,
78,-0.03975637040938018,30,0.23243939569172647,0.01,2.4088492594551973,3.0000000000000013,,
79,-0.5595016501109558,26,0.2021342508589026,0.01,2.356944806717348,2.600000000000001,,
80,-1.083588008532922,23,0.21920617132420792,0.01,2.387653051568602,2.3000000000000007,,
81,-0.5554598226628249,42,0.20082641991600894,0.01,2.305805398169006,4.200000000000001,,
82,-1.0831416191643932,29,0.22867450940452774,0.01,2.362837574366168,2.9000000000000012,,
83,-0.557685316570117,29,0.18329405352478348,0.01,2.3450197698373567,2.9000000000000012,,
84,-0.5739469470597576,24,0.19981107943132062,0.01,2.382661886904191,2.400000000000001,,
85,-1.0765057244893175,19,0.29006793667782027,0.01,2.4189042093982023,1.9000000000000006,,
86,-0.02035921938960561,36,0.20320380828083748,0.01,2.3293554109180072,3.600000000000002,,
87,-0.5346207310602484,38,0.21107771134276473,0.01,2.2644988278684957,3.800000000000002,,
88,0.544302703268262,300,0.17042540902245532,0.01,2.184185972381596,30.000000000000156,,
89,0.5363902074340441,81,0.15802807598417434,0.01,2.143998985512994,8.099999999999987,,
90,-0.56202351271712,55,0.17441423070035864,0.01,2.010401986987601,5.4999999999999964,,
91,0.0006213594799185373,300,0.15506680985186735,0.01,2.0289798630409,30.000000000000156,,
92,-0.006205359652256881,44,0.1231847534055622,0.01,2.0199687068572527,4.4,,
93,-0.027103848572870737,53,0.1292430315238854,0.01,2.003396017857727,5.299999999999997,,
94,-1.074129795771219,23,0.13206393236345768,0.01,2.0436882346531995,2.3000000000000007,,
95,-0.026036749317438268,162,0.12549506383796477,0.01,2.0728264137078947,16.19999999999996,,
96,-0.5433972026926213,273,0.11510269231118599,0.01,2.005658403964586,27.300000000000118,,
97,-1.0749162311907094,23,0.09597572534843964,0.01,1.9187639164751928,2.3000000000000007,,
98,-0.5725233120142839,27,0.1063631620108496,0.01,1.9059968396103673,2.700000000000001,,
99,-1.0765839262175014,59,0.10918829915625516,0.01,1.9465821636804337,5.899999999999995,,
100,-1.0772275845455592,30,0.10632310096777407,0.01,1.9136713734221447,3.0000000000000013,-0.5503621558758583,0.43088068323954937
101,-1.071604200940705,22,0.1006994434566617,0.01,1.8848795351926,2.2000000000000006,,
102,-0.5809334782324,21,0.06698216228224722,0.01,1.956984962301704,2.1000000000000005,,
103,-0.5647863216829665,31,0.08825608041117569,0.01,1.8981752448288518,3.1000000000000014,,
104,-0.5543416026431647,39,0.12175068418867345,0.01,1.8606010764451055,3.900000000000002,,
105,-0.06925704936981747,28,0.08003820248861357,0.01,1.7853426801160133,2.800000000000001,,
106,-0.028526440871616154,38,0.11441694853930551,0.01,1.8321894923416577,3.800000000000002,,
107,-0.010306391484865784,111,0.09599448595871032,0.01,1.8373639474651808,11.099999999999977,,
108,0.0008330729709156159,300,0.09263879473361569,0.01,1.812504881536639,30.000000000000156,,
109,-1.0762541987459133,21,0.07425590440081298,0.01,1.732036759712889,2.1000000000000005,,
110,-0.5623336544841357,32,0.09738791629407895,0.01,1.7443581784930327,3.2000000000000015,,
111,-1.0786902259706346,28,0.08887056780668796,0.01,1.822536917105039,2.800000000000001,,
112,-0.5638676320360343,34,0.0988656550156817,0.01,1.7791097328640795,3.4000000000000017,,
113,-1.0716837169516156,166,0.08097311972554913,0.01,1.6855879555254452,16.599999999999966,,
114,-0.06954176067347098,26,0.09010244618854113,0.01,1.6836944916909444,2.600000000000001,,
115,-0.027870593700341617,31,0.0954923398574029,0.01,1.7078383452397519,3.1000000000000014,,
116,0.001039584418095374,300,0.07331732403976536,0.01,1.6353439890529269,30.000000000000156,,
117,-0.5926188835869051,16,0.061421481245972215,0.01,1.616148873636146,1.6000000000000003,,
118,-0.5550147901978333,35,0.08425415980345496,0.01,1.591667575266279,3.5000000000000018,,
119,-1.0750809434651372,22,0.06405996406688565,0.01,1.5790798141721192,2.2000000000000006,,
120,-0.5629580246790287,37,0.07168675369322472,0.01,1.5927750395351143,3.700000000000002,,
121,-0.5794549308027201,21,0.047551215803105173,0.01,1.6270910725296386,2.1000000000000005,,
122,0.00041640630424893965,300,0.07050495317274627,0.01,1.5524514663274587,30.000000000000156,,
123,-0.5568782643544542,117,0.059936840598332985,0.01,1.5039606494218112,11.699999999999974,,
124,0.00041640630424888414,300,0.05571557841865784,0.01,1.4505600538386132,30.000000000000156,,
125,-0.005567891908676126,46,0.057542717687130554,0.01,1.4266348203881705,4.6,,
126,-1.0771842953318347,24,0.05374877523186657,0.01,1.4490931774191331,2.400000000000001,,
127,0.001247830963956198,300,0.047297127390067084,0.01,1.4615751955395544,30.000000000000156,,
128,-0.5704883677098298,34,0.045405511217153686,0.01,1.5410909384461342,3.4000000000000017,,
129,-1.0981633500968995,16,0.04947962104378717,0.01,1.4924164046372317,1.6000000000000003,,
130,-0.009535675058559345,165,0.04648526465749271,0.01,1.4861807164389464,16.499999999999964,,
131,1.0740499118540199,300,0.04131438873327993,0.01,1.4724057481827821,30.000000000000156,,
132,0.49421692119837446,80,0.0447445103205265,0.01,1.4628150879512511,7.999999999999988,,
133,-0.5398021611192474,31,0.04530538394142364,0.01,1.4108433423532305,3.1000000000000014,,
134,-0.022262232463764464,73,0.041736508431621765,0.01,1.4332382752168042,7.29999999999999,,
135,-0.5677541286894218,39,0.036056071998458526,0.01,1.4220696919300548,3.900000000000002,,
136,0.0,300,0.037665168231883366,0.01,1.3713317709986,30.000000000000156,,
137,-0.5647835722413436,32,0.0378502726686598,0.01,1.3816360957277334,3.2000000000000015,,
138,-1.0958323302245971,17,0.04586621555531655,0.01,1.3533294303238,1.7000000000000004,,
139,0.5281085647550356,300,0.03272465642833266,0.01,1.3583098627260985,30.000000000000156,,
140,1.095525863309057,300,0.030832896336336273,0.01,1.35672653862481,30.000000000000156,,
141,0.5444181680685178,300,0.02841074517165057,0.01,1.3611254340224865,30.000000000000156,,
142,1.62870797754106,300,0.028245084010001004,0.01,1.3680089816682468,30.000000000000156,,
143,-0.5331133387931386,241,0.025175217685869833,0.01,1.3401415747026968,24.100000000000072,,
144,1.0670870231755571,300,0.021341833186775912,0.01,1.3071357654187008,30.000000000000156,,
145,0.0,300,0.019644852535557318,0.01,1.290507770283667,30.000000000000156,,
146,1.0930139120351074,300,0.015369797203949442,0.01,1.2481981273439196,30.000000000000156,,
147,0.4855951894162629,93,0.015815227731909336,0.01,1.2325323335267535,9.299999999999983,,
148,-0.5674020284311296,40,0.015325469254520696,0.01,1.208307604606095,4.000000000000002,,
149,0.00041536550534854166,300,0.01292939162497798,0.01,1.1868442116366607,30.000000000000156,,
150,-0.5787257748936844,24,0.010375195174638668,0.01,1.2025641476181508,2.400000000000001,0.16527879632984133,0.23359240097876988
151,-1.0875078552157673,24,0.011432458197271211,0.01,1.1598105608868614,2.400000000000001,,
152,-0.551515736080715,242,0.01046851122736852,0.01,1.1569429105972342,24.200000000000074,,
153,-1.0933904393786382,252,0.008999050773868663,0.01,1.138247010356947,25.200000000000088,,
154,-0.03243037467985799,77,0.010187497831533976,0.01,1.135020908606852,7.699999999999989,,
155,0.4893140917762433,114,0.009582985181300926,0.01,1.1513890703043683,11.399999999999975,,
156,1.0806190187979061,300,0.010501053312455709,0.01,1.1445667624351703,30.000000000000156,,
157,0.5434841976551865,300,0.008424529685478813,0.01,1.1427138261298304,30.000000000000156,,
158,-1.086008784151115,56,0.005432822639310226,0.01,1.1367507811639066,5.599999999999996,,
159,0.006658335069299748,300,0.00789240125255999,0.01,1.0945747725931076,30.000000000000156,,
160,-1.0805176606654416,162,0.007453392588877004,0.01,1.0602337336089964,16.19999999999996,,
161,-0.5447371648685901,68,0.006283270089062094,0.01,1.044003383681702,6.799999999999992,,
162,0.00776805758084971,300,0.007102290050592647,0.01,1.0489198979432142,30.000000000000156,,
163,-0.017568723464610914,41,0.005893559393438024,0.01,1.0196083114317163,4.100000000000001,,
164,0.014166666666666161,300,0.007059194698139072,0.01,1.0411187366102603,30.000000000000156,,
165,0.003594760688167886,50,0.007026321114930096,0.01,1.0162039203354252,4.999999999999998,,
166,0.022221961859804032,300,0.006130753376551969,0.01,1.0190320108036146,30.000000000000156,,
167,-1.0823863986757989,47,0.006185523439663088,0.01,0.9867748304223237,4.699999999999999,,
168,-0.582320999297997,25,0.007424462189370559,0.01,0.9993281612726713,2.500000000000001,,
169,0.02520833333333275,300,0.006294195998392643,0.01,1.0026826095458976,30.000000000000156,,
170,-0.5951300526643724,52,0.008699949480895947,0.01,0.9936803769685135,5.1999999999999975,,
171,0.018520578612372662,300,0.006599006922907824,0.01,1.0040941549450784,30.000000000000156,,
172,0.5289058871293556,300,0.005977689226362766,0.01,1.037523183785354,30.000000000000156,,
173,-0.5586951506659965,84,0.006110962856852382,0.01,1.0214609783287283,8.399999999999986,,
174,0.5534898719116033,300,0.004945855349985382,0.01,1.0435350175462597,30.000000000000156,,
175,-1.0753555957086545,23,0.006540680479917645,0.01,1.0275177066328696,2.3000000000000007,,
176,-0.5695840035860028,44,0.005717054974509319,0.01,1.0555351210660868,4.4,,
177,-1.094291283151512,18,0.004100600894423095,0.01,1.0515727140769837,1.8000000000000005,,
178,1.0812263378604263,300,0.005813713784123982,0.01,1.0699772085887946,30.000000000000156,,
179,-1.079068055305393,30,0.007398107339335405,0.01,1.078821527600108,3.0000000000000013,,
180,-1.0949191742263586,20,0.004652672616977362,0.01,1.0329614102282179,2.0000000000000004,,
181,0.00041640630424893965,300,0.005250222159914683,0.01,1.0534059568665963,30.000000000000156,,
182,-1.0829926076966785,27,0.004395369309599093,0.01,1.0463283670593004,2.700000000000001,,
183,0.005820988864943644,53,0.0072733539172621315,0.01,1.0420274175595095,5.299999999999997,,
184,0.5539607727094382,300,0.005432937998519303,0.01,1.0343809427755206,30.000000000000156,,
185,0.5168381184442721,76,0.005249780747713633,0.01,1.0076100739222162,7.599999999999989,,
186,-0.5694884630806898,100,0.0056341006013952265,0.01,1.0020456660379913,9.99999999999998,,
187,0.4755401159434789,77,0.00504653241691094,0.01,0.9800613078225742,7.699999999999989,,
188,-0.5632248072044581,232,0.005494210769574953,0.01,0.9706204103924502,23.20000000000006,,
189,-1.0743600661074622,29,0.004524265716488122,0.01,0.9729681278418824,2.9000000000000012,,
190,-1.07507731037648,23,0.006146669176406644,0.01,0.9384347363691706,2.3000000000000007,,
191,0.00020807297091557375,300,0.005199001095334131,0.01,0.9158882278430169,30.000000000000156,,
192,0.0006226580397814541,300,0.004501008001584846,0.01,0.8788620188645302,30.000000000000156,,
193,-0.5232621290454949,266,0.0047807888273728935,0.01,0.8595393613277299,26.600000000000108,,
194,-1.0647832764531342,189,0.005274715751802739,0.01,0.8296553072663837,18.9,,
195,0.45900585019854456,154,0.0037871016448336385,0.01,0.8202961333595479,15.399999999999961,,
196,0.01373394496834468,300,0.0049449511997065,0.01,0.8356080266917161,30.000000000000156,,
197,1.6109096570900991,300,0.004373948374862696,0.01,0.8334785324001258,30.000000000000156,,
198,-0.5740387512997673,88,0.004720382469276745,0.01,0.7998083777375998,8.799999999999985,,
199,0.00104053842952323,300,0.00417876762531809,0.01,0.8094512194692199,30.000000000000156,,
200,-0.5268341158826376,291,0.00496968805885842,0.01,0.7864976420009675,29.100000000000144,-0.5442077968971722,0.44887904817040125
201,0.5486711450508541,300,0.004935747725480327,0.01,0.7774428990706764,30.000000000000156,,
202,0.564797383212071,300,0.004929475015555105,0.01,0.7758223943752678,30.000000000000156,,
203,-0.5534474563721046,72,0.00544529295055571,0.01,0.7815353059491424,7.19999999999999,,
204,-0.041032817392896215,96,0.005044349114490829,0.01,0.7549129050507107,9.599999999999982,,
205,-0.5728691537628983,45,0.005676651175403753,0.01,0.7590156285536019,4.5,,
206,0.001031533991538769,300,0.004741891786046331,0.01,0.7370084497964294,30.000000000000156,,
207,0.0,300,0.005110468430701262,0.01,0.7073125871871381,30.000000000000156,,
208,0.00020807297091557375,300,0.004124656802344547,0.01,0.6812098962382452,30.000000000000156,,
209,0.01607401487396487,92,0.004429709644570935,0.01,0.6923292906875052,9.199999999999983,,
210,-1.077187719500488,21,0.008379677620791004,0.01,0.6839454760215653,2.1000000000000005,,
211,0.006041666666666667,300,0.004978232688450793,0.01,0.6805149015778033,30.000000000000156,,
212,0.5451075113539404,300,0.003750581971962828,0.01,0.6723128299413202,30.000000000000156,,
213,-0.5703875877425195,181,0.004987850475680754,0.01,0.6490772448842678,18.099999999999987,,
214,0.5017883228934206,53,0.004374927317784473,0.01,0.6431247797905182,5.299999999999997,,
215,0.5204027296521643,62,0.00312847709615587,0.01,0.6121358823822639,6.199999999999994,,
216,0.5152777777777791,300,0.004507563596042553,0.01,0.6023021555710495,30.000000000000156,,
217,0.00062473963758225,300,0.005613069979176641,0.01,0.5942213100030075,30.000000000000156,,
218,2.070741336790416e-06,300,0.004544468416942125,0.01,0.6095330970960119,30.000000000000156,,
219,0.5322551811571268,300,0.005389939770598504,0.01,0.5973956832575993,30.000000000000156,,
220,0.5243055555555576,300,0.004830239002562356,0.01,0.5731300216525879,30.000000000000156,,
221,0.5459065122949949,300,0.004215944574633004,0.01,0.5489584143505314,30.000000000000156,,
222,0.5408528749810492,300,0.004161287783373642,0.01,0.560509087988439,30.000000000000156,,
223,0.49773949073277834,125,0.004087507840833258,0.01,0.5715254204185242,12.499999999999972,,
224,0.5528168819611854,300,0.004332894498315983,0.01,0.5667331800661083,30.000000000000156,,
225,-0.5433293296724977,32,0.003941677099080784,0.01,0.5422960655299395,3.2000000000000015,,
226,-0.5734493268745723,24,0.004534126229737785,0.01,0.5216312179442429,2.400000000000001,,
227,-1.0971836300104802,151,0.003863450523094867,0.01,0.5213765186631794,15.099999999999962,,
228,0.0,300,0.005285030938811581,0.01,0.5363834254628197,30.000000000000156,,
229,1.1075081270006395,300,0.004513981098674048,0.01,0.5587913033945625,30.000000000000156,,
230,0.014975709916753954,300,0.0046477132233617,0.01,0.5386139575078885,30.000000000000156,,
231,-1.089068079365061,102,0.004633760258743574,0.01,0.5482809585435965,10.19999999999998,,
232,0.5187265673824055,300,0.004386439003486187,0.01,0.5513892698127195,30.000000000000156,,
233,0.5173680285573787,66,0.0042393245562251805,0.01,0.555026063670577,6.5999999999999925,,
234,0.5229813038291218,65,0.0031629477234418057,0.01,0.5529417225201907,6.499999999999993,,
235,0.018752401003091557,300,0.004704772780090839,0.01,0.5534413099773011,30.000000000000156,,
236,-0.5783525990947156,237,0.004174384685558218,0.01,0.5643773159949893,23.700000000000067,,
237,-1.0561507362472662,147,0.004422094506921413,0.01,0.5646361441980168,14.699999999999964,,
238,-1.0797153259971577,32,0.005800471886253993,0.01,0.5701179613548244,3.2000000000000015,,
239,0.006935765697187235,300,0.004442524224595105,0.01,0.5588688069653316,30.000000000000156,,
240,-0.5608846561700752,46,0.005836064239488734,0.01,0.5652097119032065,4.6,,
241,0.0010377657841675325,300,0.004541995731689041,0.01,0.5581747929725895,30.000000000000156,,
242,0.5083677758313466,300,0.004425419246710066,0.01,0.5439887667463228,30.000000000000156,,
243,0.5389360703912303,300,0.0038720024715968005,0.01,0.5662465764532516,30.000000000000156,,
244,0.4946465830119624,114,0.00505125951688637,0.01,0.572946408163154,11.399999999999975,,
245,-1.0809031086920682,34,0.0047626871153780255,0.01,0.5441955206822082,3.4000000000000017,,
246,-1.0692219418749476,33,0.00379245154571172,0.01,0.5597405657047432,3.3000000000000016,,
247,1.073942030581264,300,0.0037680097923627224,0.01,0.5474104861164372,30.000000000000156,,
248,0.5161105630962228,300,0.0042006870406178926,0.01,0.5674301911063604,30.000000000000156,,
249,-1.0946121445132013,46,0.005362556282327599,0.01,0.5846185820263142,4.6,,
250,0.5395344425304742,300,0.004132334213401239,0.01,0.5586505156145267,30.000000000000156,0.5348271596226372,0.015671860701882215
251,0.5232475183465717,300,0.0038900618709825094,0.01,0.5610128224072817,30.000000000000156,,
252,0.001038023762053475,300,0.003763140611193912,0.01,0.5658976892422313,30.000000000000156,,
